Response_Date,Month,WeekNo,DOW,Hour,Shift,Priority_Number,Problem,Agency,MethodOfCallRcvd,T2Q,T2Disp,ProcTime
2020-06-28 19:39:41.000,June,27,Sun,19,NIGHT,2,DISORDERLY CONDUCT,POLICE,Phone,191,15,500
2020-06-28 19:42:19.000,June,27,Sun,19,NIGHT,2,DISABLED MOTORIST,POLICE,NULL,0,0,0
2020-06-28 20:14:26.000,June,27,Sun,20,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,E-911,85,13,359
2020-06-28 21:10:14.000,June,27,Sun,21,NIGHT,2,SUSPICIOUS EVENT,POLICE,,22,66,112
2020-06-28 21:15:22.000,June,27,Sun,21,NIGHT,4,ASSIST CITIZEN DELAY,POLICE,Radio,22,9,198
2020-06-28 21:58:07.000,June,27,Sun,21,NIGHT,2,DRUG COMPLAINT IN PROG,POLICE,Phone,131,243,131
2020-06-28 22:33:11.000,June,27,Sun,22,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,Phone,197,124,254
2020-06-28 23:28:41.000,June,27,Sun,23,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,Phone,112,244,159
2020-06-29 00:51:19.000,June,27,Mon,0,NIGHT,3,WEAPON VIOL GUN IN PROG,POLICE,,157,68,190
2020-06-29 01:58:31.000,June,27,Mon,1,NIGHT,2,DISORDERLY CONDUCT,POLICE,,83,54,540
2020-06-29 02:18:08.000,June,27,Mon,2,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,50,52,164
2020-06-29 03:17:34.000,June,27,Mon,3,NIGHT,2,NOISE COMPLAINT IN PROG,POLICE,,37,47,64
2020-06-29 04:30:13.000,June,27,Mon,4,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,65,51,86
2020-06-29 06:14:00.000,June,27,Mon,6,DAY,3,NOISE COMPLAINT DELAY,POLICE,Phone,284,2807,295
2020-06-29 06:16:55.000,June,27,Mon,6,DAY,2,SUSPICIOUS EVENT,POLICE,E-911,541,145,1474
2020-06-29 06:47:31.000,June,27,Mon,6,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,59,2,154
2020-06-29 07:14:11.000,June,27,Mon,7,DAY,2,911 HANG UP,POLICE,E-911,83,180,117
2020-06-29 07:15:18.000,June,27,Mon,7,DAY,1,CHEST PAIN ALS 2,EMS,E-911,45,1,223
2020-06-29 07:35:10.000,June,27,Mon,7,DAY,1,CARDIAC ARREST ALS 2- SUPV,EMS,E-911,54,0,256
2020-06-29 07:48:31.000,June,27,Mon,7,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-06-29 07:52:06.000,June,27,Mon,7,DAY,3,PARKING COMPLAINT,POLICE,Phone,126,191,131
2020-06-29 08:06:39.000,June,27,Mon,8,DAY,2,ALARM COMMERCIAL,POLICE,Phone,73,234,99
2020-06-29 09:08:59.000,June,27,Mon,9,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-06-29 09:12:18.000,June,27,Mon,9,DAY,2,TRESPASSING IN PROG,POLICE,E-911,245,434,246
2020-06-29 09:21:30.000,June,27,Mon,9,DAY,3,FALL BLS,EMS,E-911,104,0,275
2020-06-29 10:12:40.000,June,27,Mon,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,93,69,93
2020-06-29 10:14:15.000,June,27,Mon,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,61,295,61
2020-06-29 11:07:35.000,June,27,Mon,11,DAY,3,TRAFFIC COMPLAINT,POLICE,OFFICER,98,15,560
2020-06-29 11:48:27.000,June,27,Mon,11,DAY,4,LARCENY RESIDENTIAL DELAY,POLICE,Phone,128,2176,129
2020-06-29 11:55:40.000,June,27,Mon,11,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,147,92,164
2020-06-29 12:02:59.000,June,27,Mon,12,DAY,4,POLICE INFORMATION,POLICE,E-911,123,359,164
2020-06-29 12:12:17.000,June,27,Mon,12,DAY,4,LARCENY COMMERCIAL DELAY,POLICE,Phone,94,803,100
2020-06-29 12:19:01.000,June,27,Mon,12,DAY,3,DISORDERLY CONDUCT,POLICE,Phone,125,582,125
2020-06-29 12:22:08.000,June,27,Mon,12,DAY,4,GLA DELAY,POLICE,Phone,298,680,360
2020-06-29 12:24:51.000,June,27,Mon,12,DAY,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-06-29 12:27:25.000,June,27,Mon,12,DAY,4,DEST OF PROP COM DELAY,POLICE,Radio,28,7,81
2020-06-29 12:31:13.000,June,27,Mon,12,DAY,2,ALARM RESIDENTIAL,POLICE,Radio,64,39,142
2020-06-29 12:34:42.000,June,27,Mon,12,DAY,4,PARKING COMPLAINT,POLICE,,60,316,115
2020-06-29 12:35:21.000,June,27,Mon,12,DAY,3,ASSIST CITIZEN PROMPT,POLICE,Phone,194,4443,194
2020-06-29 12:39:08.000,June,27,Mon,12,DAY,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-06-29 12:59:23.000,June,27,Mon,12,DAY,4,POLICE INFORMATION,POLICE,Phone,142,277,343
2020-06-29 13:07:19.000,June,27,Mon,13,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,53,2,355
2020-06-29 13:13:00.000,June,27,Mon,13,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-06-29 13:16:33.000,June,27,Mon,13,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,53,125,179
2020-06-29 13:39:25.000,June,27,Mon,13,DAY,5,DEST OF PROP TRU DELAY,POLICE,Cell Phone,254,7,254
2020-06-29 13:40:23.000,June,27,Mon,13,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-06-29 13:51:41.000,June,27,Mon,13,DAY,4,PARKING COMPLAINT,POLICE,Cell Phone,111,317,111
2020-06-29 13:53:53.000,June,27,Mon,13,DAY,4,ASSIST CITIZEN PROMPT,POLICE,Phone,163,7685,163
2020-06-29 13:57:43.000,June,27,Mon,13,DAY,4,LARCENY FROM AUTO DELAY,POLICE,Cell Phone,372,11408,373
2020-06-29 14:17:37.000,June,27,Mon,14,DAY,2,SUSPICIOUS EVENT,POLICE,Phone,331,2490,532
2020-06-29 14:22:04.000,June,27,Mon,14,DAY,2,L.A.R. SECONDARY RESPONSE,FIRE,,81,8,82
2020-06-29 14:28:02.000,June,27,Mon,14,DAY,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-06-29 14:55:45.000,June,27,Mon,14,DAY,4,ASSIST CITIZEN DELAY,POLICE,Cell Phone,627,1311,627
2020-06-29 15:01:30.000,June,27,Mon,15,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,88,427,244
2020-06-29 15:08:05.000,June,27,Mon,15,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,198,24,204
2020-06-29 15:11:51.000,June,27,Mon,15,DAY,2,DIP - DRUNK/INTOX PERSON,POLICE,E-911,200,323,204
2020-06-29 15:28:26.000,June,27,Mon,15,DAY,5,FALSE PRETENSE/SWINDLE DELAY,POLICE,Phone,213,7,213
2020-06-29 16:01:03.000,June,27,Mon,16,DAY,3,ABDOMINAL PAIN BLS,EMS,,102,1,358
2020-06-29 16:05:45.000,June,27,Mon,16,DAY,2,ALARM COMMERCIAL,POLICE,Phone,103,87,126
2020-06-29 16:06:54.000,June,27,Mon,16,DAY,4,NOISE COMPLAINT DELAY,POLICE,Phone,188,9415,188
2020-06-29 16:11:05.000,June,27,Mon,16,DAY,1,SUICIDE IN PROG NO INJ,POLICE,Phone,84,488,493
2020-06-29 16:35:54.000,June,27,Mon,16,DAY,1,LOCKOUT NO EMS NEEDED,POLICE,E-911,110,44,197
2020-06-29 16:42:13.000,June,27,Mon,16,DAY,5,POLICE INFORMATION,POLICE,Cell Phone,335,13,336
2020-06-29 16:49:41.000,June,27,Mon,16,DAY,2,MVC PROPERTY DAMAGE,POLICE,Radio,20,4,40
2020-06-29 16:54:44.000,June,27,Mon,16,DAY,3,DISORDERLY CONDUCT,POLICE,Cell Phone,206,2539,206
2020-06-29 16:58:43.000,June,27,Mon,16,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,242,11493,248
2020-06-29 17:02:57.000,June,27,Mon,17,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,90,2,888
2020-06-29 17:08:38.000,June,27,Mon,17,DAY,2,DRUG COMPLAINT IN PROG,POLICE,Phone,10,54,105
2020-06-29 17:12:03.000,June,27,Mon,17,DAY,1,CARDIAC ARREST ALS 2- SUPV,EMS,Phone,90,1,707
2020-06-29 17:55:02.000,June,27,Mon,17,DAY,2,TROUBLE UNKNOWN EMS,POLICE,,277,99,277
2020-06-29 18:04:38.000,June,27,Mon,18,DAY,4,PROPERTY LOST,POLICE,Phone,392,10554,396
2020-06-29 18:21:37.000,June,27,Mon,18,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,58,1708,114
2020-06-29 18:23:19.000,June,27,Mon,18,DAY,2,LARCENY OTHER IN PROG,POLICE,OFFICER,17,6,17
2020-06-29 18:24:32.000,June,27,Mon,18,DAY,3,INJURED PERSON BLS,EMS,E-911,171,0,188
2020-06-29 18:41:54.000,June,27,Mon,18,DAY,1,HEART PROBLEMS ALS 2,EMS,E-911,114,2,250
2020-06-29 18:52:51.000,June,27,Mon,18,DAY,3,FIRE ALARM,FIRE,,60,0,90
2020-06-29 18:56:51.000,June,27,Mon,18,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-06-29 18:57:12.000,June,27,Mon,18,DAY,3,FIRE ALARM,FIRE,Phone,118,2,120
2020-06-29 19:00:55.000,June,27,Mon,19,NIGHT,2,DISORDERLY CONDUCT,POLICE,Phone,312,352,318
2020-06-29 19:06:22.000,June,27,Mon,19,NIGHT,1,ALTERED LOC ALS 2,EMS,,169,169,205
2020-06-29 19:09:17.000,June,27,Mon,19,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,Phone,197,2466,610
2020-06-29 19:38:28.000,June,27,Mon,19,NIGHT,2,GAS LEAK - OUTSIDE,FIRE,Phone,94,0,106
2020-06-29 19:40:22.000,June,27,Mon,19,NIGHT,4,ANIMAL COMPLAINT,POLICE,Phone,102,447,349
2020-06-29 19:42:20.000,June,27,Mon,19,NIGHT,2,FIGHT NO WEAPONS,POLICE,Phone,79,273,213
2020-06-29 20:02:29.000,June,27,Mon,20,NIGHT,1,ROBBERY FROM PERSON IN PROG,POLICE,Phone,373,72,444
2020-06-29 20:40:54.000,June,27,Mon,20,NIGHT,4,GLA DELAY,POLICE,Phone,341,4586,342
2020-06-29 21:34:17.000,June,27,Mon,21,NIGHT,5,LARCENY OTHER TRU,POLICE,Phone,191,4,191
2020-06-29 21:43:42.000,June,27,Mon,21,NIGHT,2,DISORDERLY CONDUCT,POLICE,,69,13,69
2020-06-29 22:09:13.000,June,27,Mon,22,NIGHT,4,PROWLER/PEEPING TOM DELAY,POLICE,Phone,345,97,654
2020-06-29 22:59:08.000,June,27,Mon,22,NIGHT,2,DRUG COMPLAINT IN PROG,POLICE,Phone,271,59,271
2020-06-30 00:21:11.000,June,27,Tue,0,NIGHT,2,ASSIST CITIZEN PROMPT,POLICE,OFFICER,17,9,17
2020-06-30 00:36:26.000,June,27,Tue,0,NIGHT,2,TROUBLE UNKNOWN EMS,POLICE,Phone,121,125,167
2020-06-30 00:59:04.000,June,27,Tue,0,NIGHT,2,ALARM COMMERCIAL,POLICE,Phone,116,116,121
2020-06-30 01:12:34.000,June,27,Tue,1,NIGHT,2,MVC PROPERTY DAMAGE,POLICE,Phone,143,40,143
2020-06-30 02:44:28.000,June,27,Tue,2,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-06-30 03:04:31.000,June,27,Tue,3,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-06-30 03:51:11.000,June,27,Tue,3,NIGHT,2,DISORDERLY CONDUCT,POLICE,Radio,8,5,41
2020-06-30 03:58:02.000,June,27,Tue,3,NIGHT,2,DIP - DRUNK/INTOX PERSON,POLICE,,10,14,16
2020-06-30 05:23:04.000,June,27,Tue,5,NIGHT,3,FALL BLS,EMS,E-911,143,1,143
2020-06-30 06:20:43.000,June,27,Tue,6,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,84,181,91
2020-06-30 06:59:47.000,June,27,Tue,6,DAY,4,PUBLIC SERVICE FIRE,FIRE,Radio,29,10,47
2020-06-30 07:12:41.000,June,27,Tue,7,DAY,3,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,603,472,621
2020-06-30 07:56:17.000,June,27,Tue,7,DAY,2,PROWLER/PEEPING TOM IN PROG,POLICE,Phone,158,386,180
2020-06-30 08:03:08.000,June,27,Tue,8,DAY,2,DIP - DRUNK/INTOX PERSON,POLICE,OFFICER,45,6,45
2020-06-30 08:16:23.000,June,27,Tue,8,DAY,4,PUBLIC SERVICE EMS,EMS,E-911,175,1,1064
2020-06-30 08:31:06.000,June,27,Tue,8,DAY,4,GLA DELAY,POLICE,Phone,97,7337,175
2020-06-30 08:40:37.000,June,27,Tue,8,DAY,4,ASSAULT NO INJURY DELAY,POLICE,NULL,0,0,0
2020-06-30 09:34:56.000,June,27,Tue,9,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,424,45,427
2020-06-30 09:41:54.000,June,27,Tue,9,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,141,187,173
2020-06-30 09:44:32.000,June,27,Tue,9,DAY,3,GLA IN PROG,POLICE,Phone,60,649,104
2020-06-30 09:52:36.000,June,27,Tue,9,DAY,2,WARRANT SERVICE,POLICE,,130,11,130
2020-06-30 09:55:23.000,June,27,Tue,9,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,278,2131,279
2020-06-30 09:59:16.000,June,27,Tue,9,DAY,2,WARRANT SERVICE,POLICE,,17,6,17
2020-06-30 10:06:29.000,June,27,Tue,10,DAY,2,ESCORT,POLICE,NULL,0,0,0
2020-06-30 10:11:12.000,June,27,Tue,10,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-06-30 10:52:45.000,June,27,Tue,10,DAY,2,MENTAL HEALTH CASE,POLICE,Phone,205,483,225
2020-06-30 11:21:44.000,June,27,Tue,11,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,66,159,67
2020-06-30 11:25:17.000,June,27,Tue,11,DAY,2,SUSPICIOUS EVENT,POLICE,E-911,131,33,131
2020-06-30 11:28:46.000,June,27,Tue,11,DAY,4,DEST OF PROP OTH DELAY,POLICE,NULL,0,0,0
2020-06-30 11:40:37.000,June,27,Tue,11,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-06-30 11:42:27.000,June,27,Tue,11,DAY,3,BLS EMERGENCY,EMS,E-911,105,1,259
2020-06-30 12:01:52.000,June,27,Tue,12,DAY,3,OUTSIDE FIRE,FIRE,E-911,235,2,239
2020-06-30 12:02:57.000,June,27,Tue,12,DAY,2,ASSAULT NO INJURY IN PROG,POLICE,E-911,202,649,213
2020-06-30 12:13:54.000,June,27,Tue,12,DAY,1,UNCONSCIOUS ALS 2,EMS,Phone,49,1,449
2020-06-30 12:16:00.000,June,27,Tue,12,DAY,2,DISORDERLY CONDUCT,POLICE,E-911,316,89,320
2020-06-30 12:18:25.000,June,27,Tue,12,DAY,4,DEST OF PROP OTH DELAY,POLICE,Phone,0,0,0
2020-06-30 12:34:43.000,June,27,Tue,12,DAY,2,MVC PROPERTY DAMAGE,POLICE,OFFICER,0,0,0
2020-06-30 12:41:29.000,June,27,Tue,12,DAY,4,DEST OF PROP VEH DELAY,POLICE,Phone,158,1499,416
2020-06-30 12:52:49.000,June,27,Tue,12,DAY,4,PARKING COMPLAINT,POLICE,Phone,83,1272,87
2020-06-30 12:59:47.000,June,27,Tue,12,DAY,3,BLS EMERGENCY,EMS,E-911,103,1,255
2020-06-30 13:29:44.000,June,27,Tue,13,DAY,4,DEST OF PROP OTH DELAY,POLICE,Radio,0,0,0
2020-06-30 13:44:48.000,June,27,Tue,13,DAY,4,MISSING PERSON IMMEDIATE,POLICE,,807,314,807
2020-06-30 13:53:57.000,June,27,Tue,13,DAY,3,OUTSIDE FIRE,FIRE,Radio,39,0,859
2020-06-30 15:03:45.000,June,27,Tue,15,DAY,2,DOMESTIC VIOL NO INJ,POLICE,E-911,52,53,172
2020-06-30 15:07:40.000,June,27,Tue,15,DAY,2,DISABLED MOTORIST,POLICE,Radio,0,0,0
2020-06-30 15:12:31.000,June,27,Tue,15,DAY,2,ANIMAL BITE HUMAN IN PROG,POLICE,E-911,143,218,480
2020-06-30 15:31:17.000,June,27,Tue,15,DAY,3,DISORDERLY CONDUCT,POLICE,Phone,104,377,106
2020-06-30 15:39:47.000,June,27,Tue,15,DAY,3,BLS EMERGENCY,EMS,E-911,53,1,100
2020-06-30 15:55:44.000,June,27,Tue,15,DAY,4,LARCENY FROM AUTO DELAY,POLICE,Phone,130,2202,587
2020-06-30 16:18:45.000,June,27,Tue,16,DAY,4,GLA DELAY,POLICE,,35,275,141
2020-06-30 16:34:49.000,June,27,Tue,16,DAY,2,DIP - DRUNK/INTOX PERSON,POLICE,Phone,841,793,865
2020-06-30 16:36:38.000,June,27,Tue,16,DAY,4,FALSE PRETENSE/SWINDLE DELAY,POLICE,Phone,275,151,281
2020-06-30 16:43:28.000,June,27,Tue,16,DAY,3,ANIMAL DECEASED,POLICE,Phone,75,183,79
2020-06-30 16:47:04.000,June,27,Tue,16,DAY,3,PARKING COMPLAINT,POLICE,E-911,24,78,31
2020-06-30 16:51:44.000,June,27,Tue,16,DAY,1,LOCKOUT NO EMS NEEDED,POLICE,E-911,56,41,613
2020-06-30 16:57:58.000,June,27,Tue,16,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,173,262,242
2020-06-30 17:02:35.000,June,27,Tue,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-06-30 17:11:13.000,June,27,Tue,17,DAY,2,DOMESTIC VIOL NO INJ,POLICE,E-911,223,122,254
2020-06-30 17:29:53.000,June,27,Tue,17,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,111,66,136
2020-06-30 17:40:27.000,June,27,Tue,17,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,65,385,72
2020-06-30 17:46:21.000,June,27,Tue,17,DAY,1,ALTERED LOC ALS 2,EMS,E-911,88,2,651
2020-06-30 18:16:31.000,June,27,Tue,18,DAY,4,PARKING COMPLAINT,POLICE,Phone,2745,1219,2745
2020-06-30 18:54:10.000,June,27,Tue,18,DAY,4,POLICE INFORMATION,POLICE,OFFICER,27,9745,27
2020-06-30 19:33:00.000,June,27,Tue,19,NIGHT,3,OB ALS 1,EMS,E-911,100,1,332
2020-06-30 19:55:37.000,June,27,Tue,19,NIGHT,2,GAS LEAK - OUTSIDE,FIRE,Flag Down,142,0,198
2020-06-30 20:01:17.000,June,27,Tue,20,NIGHT,3,HAZARD,FIRE,E-911,129,2,145
2020-06-30 20:09:03.000,June,27,Tue,20,NIGHT,2,TROUBLE UNKNOWN EMS,POLICE,E-911,251,61,507
2020-06-30 20:30:39.000,June,27,Tue,20,NIGHT,2,TRESPASSING IN PROG,POLICE,Phone,164,34,164
2020-06-30 20:42:42.000,June,27,Tue,20,NIGHT,2,ALARM RESIDENTIAL,POLICE,Phone,125,310,126
2020-06-30 20:45:41.000,June,27,Tue,20,NIGHT,2,DISORDERLY CONDUCT,POLICE,E-911,40,36,40
2020-06-30 20:46:01.000,June,27,Tue,20,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,Phone,166,119,428
2020-06-30 21:04:39.000,June,27,Tue,21,NIGHT,2,SUSPICIOUS EVENT,POLICE,Phone,485,263,485
2020-06-30 21:11:41.000,June,27,Tue,21,NIGHT,2,FIGHT NO WEAPONS,POLICE,E-911,61,60,62
2020-06-30 21:25:14.000,June,27,Tue,21,NIGHT,1,HEART PROBLEMS ALS 2,EMS,E-911,239,3,509
2020-06-30 22:04:13.000,June,27,Tue,22,NIGHT,2,TROUBLE UNKNOWN NO EMS,POLICE,Phone,296,115,296
2020-06-30 22:07:00.000,June,27,Tue,22,NIGHT,1,SEIZURE ALS 2,EMS,E-911,41,2,122
2020-06-30 22:15:38.000,June,27,Tue,22,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,Phone,207,167,262
2020-06-30 22:58:46.000,June,27,Tue,22,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-06-30 23:27:18.000,June,27,Tue,23,NIGHT,2,DISABLED MOTORIST,POLICE,OFFICER,32,6,32
2020-07-01 00:15:57.000,July,27,Wed,0,NIGHT,2,DISORDERLY CONDUCT,POLICE,,77,119,77
2020-07-01 00:54:47.000,July,27,Wed,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,122,215,209
2020-07-01 01:20:41.000,July,27,Wed,1,NIGHT,4,POLICE INFORMATION,POLICE,OFFICER,18,10,19
2020-07-01 03:36:48.000,July,27,Wed,3,NIGHT,2,SUBJECT STOP,POLICE,Radio,12,6,48
2020-07-01 03:40:42.000,July,27,Wed,3,NIGHT,2,DOMESTIC VIOL MINOR INJ,POLICE,E-911,33,278,33
2020-07-01 04:01:54.000,July,27,Wed,4,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-07-01 04:07:56.000,July,27,Wed,4,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,E-911,385,2,385
2020-07-01 04:49:59.000,July,27,Wed,4,NIGHT,2,ASSAULT NO INJURY IN PROG,POLICE,Radio,17,6,89
2020-07-01 05:22:10.000,July,27,Wed,5,NIGHT,3,INJURED PERSON BLS,EMS,Phone,52,1,63
2020-07-01 06:14:38.000,July,27,Wed,6,DAY,2,MVC HIT/RUN NO INJURY,POLICE,Phone,190,2042,197
2020-07-01 06:17:38.000,July,27,Wed,6,DAY,2,WARRANT SERVICE,POLICE,,45,5,46
2020-07-01 06:29:51.000,July,27,Wed,6,DAY,3,BLS EMERGENCY,EMS,E-911,61,20,171
2020-07-01 07:33:27.000,July,27,Wed,7,DAY,4,PARKING COMPLAINT,POLICE,,89,1513,89
2020-07-01 08:17:28.000,July,27,Wed,8,DAY,3,FALL BLS,EMS,E-911,124,1,421
2020-07-01 08:47:17.000,July,27,Wed,8,DAY,1,TROUBLE BREATHING ALS 2,EMS,,159,4,403
2020-07-01 09:11:40.000,July,27,Wed,9,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,120,46,139
2020-07-01 10:47:26.000,July,27,Wed,10,DAY,1,SUICIDE IN PROG INJ/PILLS,POLICE,,208,33,311
2020-07-01 11:26:23.000,July,27,Wed,11,DAY,2,CO ALARM,FIRE,,15,2,59
2020-07-01 11:35:12.000,July,27,Wed,11,DAY,4,PUBLIC SERVICE EMS,EMS,,113,2,113
2020-07-01 11:44:41.000,July,27,Wed,11,DAY,4,DOMESTIC VIOL DELAY,POLICE,,358,55,358
2020-07-01 11:44:48.000,July,27,Wed,11,DAY,8,OFF DUTY DETAIL,POLICE,,14,19,35
2020-07-01 12:19:06.000,July,27,Wed,12,DAY,1,GAS LEAK - INSIDE,FIRE,,72,1,202
2020-07-01 12:28:57.000,July,27,Wed,12,DAY,4,PARKING COMPLAINT,POLICE,,71,121,71
2020-07-01 12:57:29.000,July,27,Wed,12,DAY,2,SHOPLIFTING IN PROG,POLICE,,141,27,233
2020-07-01 13:04:26.000,July,27,Wed,13,DAY,1,SUICIDE IN PROG INJ/PILLS,POLICE,,88,100,655
2020-07-01 13:43:42.000,July,27,Wed,13,DAY,1,CARDIAC ARREST ALS 2- SUPV,EMS,E-911,52,2,871
2020-07-01 15:02:48.000,July,27,Wed,15,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,186,138,271
2020-07-01 15:15:45.000,July,27,Wed,15,DAY,2,SUSPICIOUS EVENT,POLICE,E-911,88,148,104
2020-07-01 15:36:31.000,July,27,Wed,15,DAY,2,DOMESTIC VIOL NO INJ,POLICE,,184,319,246
2020-07-01 15:42:46.000,July,27,Wed,15,DAY,2,NOISE COMPLAINT IN PROG,POLICE,,39,190,43
2020-07-01 16:03:04.000,July,27,Wed,16,DAY,2,ON VIEW,POLICE,NULL,0,0,0
2020-07-01 16:08:06.000,July,27,Wed,16,DAY,3,PUBLIC SERVICE ONE OFFICER,POLICE,,203,171,203
2020-07-01 16:17:46.000,July,27,Wed,16,DAY,2,ON VIEW,POLICE,NULL,0,0,0
2020-07-01 16:25:46.000,July,27,Wed,16,DAY,4,POLICE INFORMATION,POLICE,,295,651,296
2020-07-01 16:52:35.000,July,27,Wed,16,DAY,3,PUBLIC SERVICE ONE OFFICER,POLICE,,181,1628,182
2020-07-01 16:57:40.000,July,27,Wed,16,DAY,1,ODOR OF SMOKE RESIDENTIAL,FIRE,,98,3,98
2020-07-01 17:00:28.000,July,27,Wed,17,DAY,4,PARKING COMPLAINT,POLICE,Phone,69,50,70
2020-07-01 17:25:45.000,July,27,Wed,17,DAY,2,MVC HIT/RUN NO INJURY,POLICE,Phone,147,56,147
2020-07-01 18:03:10.000,July,27,Wed,18,DAY,2,AGGRESSIVE DRIVER,POLICE,E-911,183,286,189
2020-07-01 18:11:57.000,July,27,Wed,18,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,119,1455,173
2020-07-01 18:28:31.000,July,27,Wed,18,DAY,2,MVC HIT/RUN NO INJURY,POLICE,Phone,218,946,219
2020-07-01 18:32:50.000,July,27,Wed,18,DAY,4,TELEPHONE COMPLAINT,POLICE,Phone,198,75,308
2020-07-01 18:51:38.000,July,27,Wed,18,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,69,89,89
2020-07-01 19:10:31.000,July,27,Wed,19,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,74,566,74
2020-07-01 19:12:07.000,July,27,Wed,19,NIGHT,4,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,194,1708,197
2020-07-01 19:42:16.000,July,27,Wed,19,NIGHT,3,FALL BLS,EMS,E-911,59,1,114
2020-07-01 20:02:45.000,July,27,Wed,20,NIGHT,4,ABANDONED AUTO,POLICE,Phone,126,206,128
2020-07-01 20:47:31.000,July,27,Wed,20,NIGHT,1,WEAPON VIOL GUN IN PROG,POLICE,E-911,92,25,96
2020-07-01 20:51:48.000,July,27,Wed,20,NIGHT,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-07-01 21:09:51.000,July,27,Wed,21,NIGHT,2,DISABLED MOTORIST,POLICE,NULL,0,0,0
2020-07-01 23:18:50.000,July,27,Wed,23,NIGHT,1,ALARM RESIDENTIAL NIGHTIME,POLICE,Phone,48,36,108
2020-07-01 23:32:48.000,July,27,Wed,23,NIGHT,2,WEAPON VIOL GUN IN PROG,POLICE,Phone,69,144,85
2020-07-02 00:52:38.000,July,27,Thu,0,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,42,267,42
2020-07-02 01:22:43.000,July,27,Thu,1,NIGHT,2,FIGHT NO WEAPONS,POLICE,Phone,47,62,338
2020-07-02 01:39:39.000,July,27,Thu,1,NIGHT,3,BLS EMERGENCY,EMS,E-911,69,1,308
2020-07-02 02:36:27.000,July,27,Thu,2,NIGHT,2,ON VIEW,POLICE,NULL,0,0,0
2020-07-02 03:22:25.000,July,27,Thu,3,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-07-02 06:13:43.000,July,27,Thu,6,DAY,2,TROUBLE UNKNOWN EMS,POLICE,E-911,52,24,261
2020-07-02 06:23:24.000,July,27,Thu,6,DAY,4,SUSPICIOUS EVENT,POLICE,Phone,295,3628,307
2020-07-02 06:40:47.000,July,27,Thu,6,DAY,3,FALL BLS,EMS,E-911,60,1,246
